usage_id,customer_id,feature_name,session_date,session_duration_seconds,usage_count,device,session_id
USG-002291,CUST-0393,automations,2024/11/29,2013,115,API,SES-932412
USG-007005,CUST-0463,automations,2025-08-04,2818,97,API,SES-956366
USG-004186,CUST-0326,data_pipeline,2025-12-26,7104,18,api,SES-271835
USG-003970,CUST-0419,white_label,01-Jul-2025,541,50,web,SES-967354
USG-005010,CUST-0069,white_label,18/02/2025,6210,78,api,SES-131629
USG-002742,CUST-0014,team_management,2024-12-03,6575,97,Web,SES-398420
USG-007637,CUST-0476,analytics,08/25/2024 00:00,4005,52,mobile,SES-611970
USG-000248,CUST-0465,dashboard,30-Nov-2025,-60,128,API,SES-661320
USG-005743,CUST-0118,bulk_export,22/11/2025,1858,166,Web,SES-466190
USG-009949,CUST-0168,audit_log,05-24-2024,5518,118,api,SES-885963
USG-002991,CUST-0095,dashboard,2025-10-21,2100,54,,SES-974918
USG-009105,CUST-0245,data_pipeline,2025-12-01T00:00:00,145,93,MOBILE,SES-144808
USG-008097,CUST-0174,integrations,"Dec 17, 2024",1399,84,api,SES-792065
USG-006732,CUST-0208,bulk_export,"Aug 26, 2025",6263,15,mobile,SES-292765
USG-007960,CUST-0147,white_label,"May 31, 2025",2378,85046,Desktop,SES-906669
USG-003801,CUST-0280,automations,13/07/2024,3268,80,web,SES-130041
USG-009141,CUST-0299,automations,06/09/2024,2512,140,desktop,SES-385254
USG-003112,CUST-0309,data_pipeline,2025-07-04,6712,106,mobile,SES-990948
USG-005011,CUST-0028,advanced_search,09/29/2024 00:00,1263,200,web,SES-488084
USG-003561,CUST-0182,data_pipeline,07-Nov-2025,6358,4,API,SES-899501
USG-005970,CUST-0245,api_access,05-Jul-2024,3891,159,mobile,SES-879667
USG-000313,CUST-0185,data_pipeline,04-Nov-2024,5512,162,,SES-654971
USG-004443,CUST-0398,advanced_search,11/29/2024 00:00,3673,110,Desktop,SES-270841
USG-000177,CUST-0307,alerts,2024-10-05,7180,116,Web,SES-215301
USG-002892,CUST-0207,analytics,01-Nov-2025,-60,73,API,SES-620026
USG-008716,CUST-0431,automations,07-26-2025,6943,120,Web,SES-417677
USG-006290,CUST-0454,team_management,19/07/2024,3038,120,desktop,SES-746453
USG-001187,CUST-0003,automations,01-Aug-2024,4828,184,web,SES-555524
USG-008781,CUST-0116,white_label,23/12/2024,2491,93,Desktop,SES-557301
USG-002959,CUST-0415,advanced_search,04-12-2024,4304,132,desktop,SES-627407
USG-008286,CUST-0006,analytics,08/01/2024,0,61,,SES-922625
USG-005852,CUST-0370,bulk_export,2025-10-24T00:00:00,5306,72266,api,SES-325083
USG-000055,CUST-0322,automations,16-Nov-2025,5798,159,API,SES-199849
USG-000784,CUST-0291,integrations,12-18-2025,4268,122,desktop,SES-896331
USG-002346,CUST-0217,alerts,09-20-2025,4658,8,api,SES-327874
USG-006294,CUST-0059,custom_reports,"Oct 23, 2024",6247,67,mobile,SES-641495
USG-005739,CUST-0012,sandbox,12-31-2025,3215,104,mobile,SES-759517
USG-001717,CUST-0363,integrations,2024/09/06,7057,195,Desktop,SES-978108
USG-008808,CUST-0149,sandbox,"May 06, 2024",6576,50,mobile,SES-744078
USG-001564,CUST-0068,integrations,2024/09/01,5546,30,Desktop,SES-706229
USG-004108,CUST-0273,analytics,2025-01-29T00:00:00,6216,45,web,SES-805001
USG-002749,CUST-0464,team_management,2025-02-24T00:00:00,1717,99767,desktop,SES-557692
USG-004648,CUST-0004,team_management,2025/08/18,1864,188,MOBILE,SES-942919
USG-005579,CUST-0242,sandbox,29-Mar-2024,5228,166,API,SES-887361
USG-006061,CUST-0028,white_label,07-27-2025,5398,179,Desktop,SES-519304
USG-001618,CUST-0237,team_management,08/06/2025 00:00,6084,117,web,SES-133432
USG-006520,CUST-0153,bulk_export,2024-04-30T00:00:00,-120,46,,SES-797971
USG-002597,CUST-0165,webhooks,09-May-2024,3724,84,Web,SES-548677
USG-007129,CUST-0162,integrations,2024-06-20,0,5,web,SES-567997
USG-006897,CUST-0412,custm_reports,"Apr 01, 2024",5588,171,mobile,SES-998090
USG-005329,CUST-0128,api_access,"May 17, 2024",2118,45,MOBILE,SES-400529
USG-006205,CUST-0496,bulk_export,15/12/2024,3032,98255,Desktop,SES-887082
USG-007341,CUST-0158,data_pipeline,06-04-2024,848,24,API,SES-734325
USG-008745,CUST-0477,api_access,2024-05-20T00:00:00,2845,23,API,SES-665447
USG-002498,CUST-0146,advanced_search,29-Mar-2025,5793,115,MOBILE,SES-241797
USG-002376,CUST-0197,custom_reports,2025/10/04,1510,32,API,SES-997168
USG-008169,CUST-0461,integrations,06-30-2024,899,141,Web,SES-741304
USG-003105,CUST-0327,analytics,2024-06-03T00:00:00,694,181,web,SES-590704
USG-000266,CUST-0007,automations,04/04/2025,4189,195,MOBILE,SES-828235
USG-007720,CUST-0014,sandbox,05-06-2025,2876,40,MOBILE,SES-851311
USG-006676,CUST-0083,api_access,24-Oct-2024,0,47,desktop,SES-598082
USG-005513,CUST-0300,white_label,2024-12-31T00:00:00,5370,55,Desktop,SES-569732
USG-004520,CUST-0231,custom_reports,05/12/2024 00:00,3559,51,Desktop,SES-285694
USG-007539,CUST-0175,integrations,2024-03-09,6777,59,desktop,SES-638679
USG-004042,CUST-0253,sso,"Feb 08, 2025",1723,70,,SES-471333
USG-006931,CUST-0023,analytics,24-Dec-2024,147,199,mobile,SES-939089
USG-009227,CUST-0102,bulk_export,21/09/2024,522,79,Web,SES-124430
USG-008353,CUST-0086,automations,10-03-2025,6943,15,api,SES-200883
USG-002118,CUST-0310,bulk_export,"Mar 04, 2024",2143,176,,SES-788596
USG-006125,CUST-0406,audit_log,23/02/2024,4820,63,mobile,SES-483899
USG-008533,CUST-0427,sso,2024-03-06,-120,122,API,SES-353583
USG-009439,CUST-0402,bulk_exprot,2024-09-18T00:00:00,3694,93134,desktop,SES-457843
USG-007578,CUST-0078,webhooks,"May 05, 2024",528,184,Desktop,SES-983265
USG-004061,CUST-0094,white_label,08/22/2024 00:00,3264,65,,SES-432959
USG-005528,CUST-0028,alerts,28/06/2025,4144,47,API,SES-981812
USG-009364,CUST-0434,webhooks,24/07/2024,5355,147,desktop,SES-543288
USG-006793,CUST-0235,data_pipeline,"Sep 24, 2024",6963,113,mobile,SES-621442
USG-000651,CUST-0420,automations,2024-02-27T00:00:00,6715,72,web,SES-176536
USG-002660,CUST-0361,white_label,06/08/2024 00:00,6185,51,Web,SES-700104
USG-006580,CUST-0278,data_pipeline,2025/07/31,2513,69,Desktop,SES-972335
USG-006319,CUST-0300,team_management,25/11/2024,3506,180,,SES-482097
USG-006433,CUST-0301,audit_log,"Mar 02, 2025",6882,129,,SES-761399
USG-003302,CUST-0172,dashboard,21-Jun-2025,5584,177,,SES-180103
USG-008151,CUST-0457,white_label,"Mar 20, 2025",1793,150,API,SES-818170
USG-007491,CUST-0023,alerts,"Apr 04, 2025",503,34,api,SES-266379
USG-009957,CUST-0308,webhooks,"Oct 18, 2024",0,163,Desktop,SES-220664
USG-002901,CUST-0107,data_pipeline,21-May-2024,469,58,web,SES-537015
USG-005916,CUST-0223,dashboard,12-22-2024,4156,94,web,SES-812225
USG-008339,CUST-0315,custom_reports,09/14/2025 00:00,6982,63,api,SES-252890
USG-006879,CUST-0134,webhooks,22-Sep-2024,1554,60,api,SES-871294
USG-001460,CUST-0074,webhooks,15/10/2024,5622,189,MOBILE,SES-229241
USG-008211,CUST-0114,automations,02/08/2025,80,69,Web,SES-836004
USG-000033,CUST-0072,data_pipeline,07-20-2025,213,176,mobile,SES-579892
USG-007359,CUST-0053,custom_reports,01-14-2025,4817,71,web,SES-485208
USG-006541,CUST-0234,analytics,2024/01/09,1632,153,Web,SES-267005
USG-007679,CUST-0385,dashboard,10-27-2025,4310,193,Desktop,SES-975676
USG-000593,CUST-0155,team_management,"Feb 03, 2025",5744,127,Web,SES-424306
USG-009600,CUST-0229,audit_log,30-Aug-2025,4398,32,MOBILE,SES-252679
USG-005659,CUST-0197,automations,05/22/2024 00:00,2492,74,MOBILE,SES-219527
USG-000222,CUST-0073,bulk_exprot,2024/07/05,6127,124,MOBILE,SES-414746
USG-004069,CUST-0177,sso,"Mar 15, 2025",409,99,desktop,SES-795927
USG-001702,CUST-0002,bulk_export,15-Feb-2024,3545,177,API,SES-431058
USG-001290,CUST-0165,custom_reports,2024-07-21T00:00:00,350,25,,SES-625679
USG-009719,CUST-0495,data_pipeline,17/12/2025,1785,62,api,SES-954227
USG-004990,CUST-0036,data_pipeline,02-07-2024,4069,186,API,SES-796519
USG-009923,CUST-0115,bulk_export,"Oct 19, 2024",-120,126,mobile,SES-192049
USG-008126,CUST-0244,sandbox,2025-12-20T00:00:00,-60,183,Desktop,SES-250558
USG-009861,CUST-0348,custom_reports,2025/01/26,2128,10,desktop,SES-338379
USG-009086,CUST-0242,sandbox,08/21/2025 00:00,622,50,MOBILE,SES-407108
USG-005500,CUST-0125,webhooks,2025-04-27T00:00:00,1190,77,Web,SES-728283
USG-007657,CUST-0481,api_access,12/02/2025,0,19,mobile,SES-420618
USG-003790,CUST-0445,white_label,2025-06-27,-1,8,,SES-864462
USG-000207,CUST-0048,sso,2025-09-15T00:00:00,2365,49,api,SES-458504
USG-007334,CUST-0189,sandbox,09-24-2025,6998,90,,SES-404924
USG-000885,CUST-0395,bulk_export,2024-08-05T00:00:00,2276,75473,web,SES-738087
USG-009754,CUST-0404,automations,21/10/2025,6145,24,api,SES-434472
USG-003744,CUST-0485,integrations,09/08/2024,3459,2,api,SES-381117
USG-008807,CUST-0335,custom_reports,2025/02/15,4219,101,api,SES-208630
USG-008890,CUST-0489,alerts,2025/10/30,2626,80831,mobile,SES-535727
USG-004424,CUST-0390,data_pipeline,22/09/2025,1264,85,api,SES-722824
USG-005171,CUST-0313,automations,2024/07/22,2452,43,API,SES-873524
USG-000072,CUST-0357,alerts,11-05-2025,5671,110,API,SES-329088
USG-002572,CUST-0208,team_management,02-26-2024,1200,119,mobile,SES-851860
USG-000249,CUST-0456,analytics,24/06/2024,1465,141,desktop,SES-423780
USG-000090,CUST-0294,automations,2024-04-11,1685,114,API,SES-170679
USG-002992,CUST-0295,advanced_search,2024-07-03T00:00:00,1569,131,mobile,SES-616031
USG-000298,CUST-0226,api_access,"Jan 14, 2024",988,160,web,SES-663992
USG-004957,CUST-0459,alerts,06/02/2024,1540,197,mobile,SES-217757
USG-000719,CUST-0332,sandbox,"Apr 08, 2025",2285,39,,SES-253391
USG-005989,CUST-0151,api_access,17-Sep-2025,2026,59,Web,SES-650600
USG-001360,CUST-0232,webhooks,2024-10-07,1475,14,Web,SES-423091
USG-004594,,sso,2025-07-15,5968,191,mobile,SES-874290
USG-009905,CUST-0044,bulk_export,"Mar 16, 2025",1411,191,desktop,SES-951840
USG-009658,CUST-0430,bulk_export,25/07/2025,6784,162,MOBILE,SES-471061
USG-001021,CUST-0426,bulk_export,"Aug 29, 2024",1595,72,API,SES-620452
USG-005932,CUST-0130,sandbox,2025-09-01,5558,135,MOBILE,SES-651020
USG-006525,CUST-0285,advanceed_search,10-08-2024,3299,52,web,SES-912050
USG-006008,CUST-0227,automations,19/08/2024,4407,84,desktop,SES-398318
USG-001070,CUST-0131,integrations,"Jul 25, 2024",5499,153,API,SES-443128
USG-008526,CUST-0363,api_acess,"Mar 29, 2024",3036,7,API,SES-340141
USG-009697,CUST-0135,team_management,07-05-2024,4615,184,API,SES-604278
USG-000497,CUST-0482,sandbox,11/05/2025,1816,141,Desktop,SES-803428
USG-001442,CUST-0396,intergrations,07-14-2024,3934,85,desktop,SES-573265
USG-003785,,analytics,"Nov 26, 2025",6879,128,Web,SES-155059
USG-004179,CUST-0496,audit_log,2024-05-28T00:00:00,678,66,Web,SES-404973
USG-005764,CUST-0456,sso,"Aug 03, 2024",6310,139,web,SES-380136
USG-000279,CUST-0274,dashboard,27/08/2025,3037,24,Web,SES-192547
USG-009864,CUST-0364,webhooks,2024-01-12T00:00:00,6529,178,,SES-931166
USG-001749,CUST-0243,automations,2025-11-06T00:00:00,2828,91,API,SES-541714
USG-002488,CUST-0345,automations,29-Nov-2025,4750,153,API,SES-227130
USG-006024,,analytics,05/13/2025 00:00,2964,134,desktop,SES-570103
USG-000066,CUST-0456,dashboard,30/05/2025,5172,96,api,SES-524311
USG-002653,CUST-0108,team_management,2025-02-16T00:00:00,5508,30,web,SES-795264
USG-009453,CUST-0396,white_label,"Dec 10, 2024",3541,189,MOBILE,SES-355733
USG-009491,CUST-0253,automations,13/12/2024,552,150,API,SES-541722
USG-000598,CUST-0165,bulk_export,28/06/2025,4089,64,,SES-970280
USG-005237,CUST-0039,team_management,2025-04-03,873,57,API,SES-573294
USG-003874,CUST-0211,alerts,21/06/2025,3520,137,desktop,SES-310028
USG-009002,CUST-0155,webhooks,2024-03-22,2924,171,api,SES-198713
USG-005770,CUST-0264,analytics,09-17-2024,38,41,desktop,SES-889830
USG-007465,CUST-0452,integrations,"Jul 18, 2025",5590,128,web,SES-131906
USG-008894,CUST-0112,team_management,02/01/2024 00:00,782,172,mobile,SES-538693
USG-004972,CUST-0217,team_management,2025/12/04,396,97,web,SES-863240
USG-003262,CUST-0271,audit_log,"Sep 14, 2025",5907,73,,SES-961488
USG-007668,,integrations,11-14-2025,2027,49,api,SES-287199
USG-006574,CUST-0412,sandbox,2024-09-18,5815,46,Web,SES-510494
USG-000727,CUST-0184,api_access,"Dec 05, 2024",2184,36,api,SES-391567
USG-009239,CUST-0152,audit_log,05-Nov-2025,240,28,api,SES-957207
USG-007178,CUST-0376,dashboard,12-26-2025,3622,26,Web,SES-476749
USG-008652,CUST-0465,audit_log,02-08-2025,2168,194,api,SES-894043
USG-001135,CUST-0281,custm_reports,09-06-2024,3927,112,Web,SES-195515
USG-009438,CUST-0160,audit_log,30-Nov-2024,1977,135,API,SES-149246
USG-003349,CUST-0181,alerts,24-Jun-2025,6066,77856,api,SES-894856
USG-002275,CUST-0428,custom_reports,2025/04/28,5565,43,,SES-993185
USG-001650,CUST-0145,advanced_search,11/01/2024,3220,31,MOBILE,SES-124509
USG-004987,CUST-0315,audit_log,"Apr 19, 2024",1082,177,Web,SES-881075
USG-008154,CUST-0353,data_pipeline,2024-05-20,3112,135,Web,SES-881965
USG-006821,CUST-0253,advanced_search,30/10/2025,225,32,API,SES-958338
USG-005690,CUST-0321,sandbox,10/20/2025 00:00,5705,160,Web,SES-638656
USG-009313,CUST-0499,sandbox,"Apr 12, 2024",3221,92,Web,SES-911209
USG-007111,CUST-0398,automations,14/11/2025,1652,153,Web,SES-547529
USG-000479,CUST-0090,sso,2024/05/18,4525,7,desktop,SES-451062
USG-006956,CUST-0105,integrations,2024/02/13,2629,28,MOBILE,SES-805118
USG-003285,CUST-0128,webhooks,20/05/2025,1664,133,web,SES-224176
USG-000579,CUST-0329,bulk_export,2024/09/01,312,50,MOBILE,SES-459935
USG-002040,CUST-0288,bulk_exprot,"Feb 04, 2025",6193,1,,SES-974352
USG-001529,CUST-0267,custom_reports,2024-01-27,3786,136,MOBILE,SES-342018
USG-004977,CUST-0266,analytics,28/09/2024,959,177,desktop,SES-127465
USG-008664,CUST-0074,webhooks,02-16-2025,4856,135,Web,SES-250926
USG-004281,CUST-0398,custom_reports,"Aug 05, 2025",731,24,Web,SES-495517
USG-002464,CUST-0277,dashboard,04/20/2024 00:00,1501,11,Web,SES-463436
USG-008161,CUST-0024,api_access,25-Dec-2024,2351,147,mobile,SES-757255
USG-009517,CUST-0360,api_access,11-21-2024,2931,189,api,SES-110491
USG-008044,CUST-0279,bulk_export,28/07/2024,-1,49,MOBILE,SES-925160
USG-002087,CUST-0248,dashboard,2024-04-13T00:00:00,693,189,web,SES-314573
USG-007333,CUST-0139,white_label,11-Jul-2024,1432,48,mobile,SES-795565
USG-001177,CUST-0166,custom_reports,"Jun 05, 2025",2146,29,mobile,SES-158466
USG-009076,CUST-0282,advanced_search,2024/03/18,5801,17,api,SES-279801
USG-007197,CUST-0407,data_pipeline,"Nov 28, 2024",369,183,desktop,SES-271058
USG-001358,CUST-0473,sandbox,2025/09/09,2437,99,MOBILE,SES-917265
USG-006578,CUST-0042,webhooks,2024-12-13,5515,13,Web,SES-514871
USG-006539,CUST-0254,bulk_export,2025/11/28,2170,68,web,SES-708738
USG-006999,CUST-0189,advanced_search,05-Jul-2024,6745,75,Desktop,SES-294668
USG-000427,CUST-0205,integrations,05/12/2024 00:00,4877,30,mobile,SES-832754
USG-001059,,audit_log,06/22/2024 00:00,2015,169,Desktop,SES-763787
USG-002456,CUST-0068,intergrations,03-Oct-2025,2603,190,web,SES-395184
USG-005227,CUST-0311,analytics,12/17/2024 00:00,1135,195,desktop,SES-758657
USG-001677,CUST-0195,sandbox,05/12/2025,567,155,mobile,SES-947499
USG-008232,CUST-0116,automations,"May 24, 2025",5372,65,Web,SES-751230
USG-009777,CUST-0444,sandbox,01-05-2024,5764,24,API,SES-125498
USG-002388,CUST-0389,alerts,08/17/2024 00:00,3426,82,mobile,SES-269633
USG-002030,CUST-0061,integrations,07-29-2025,3348,43,,SES-560108
USG-007286,CUST-0287,audit_log,11-03-2024,1900,10,api,SES-300843
USG-005546,CUST-0475,data_pipeline,26/11/2025,794,183,MOBILE,SES-524768
USG-005733,CUST-0474,sso,2025-01-04,3607,64,desktop,SES-238234
USG-006087,CUST-0302,sandbox,03/04/2024 00:00,5314,108,web,SES-730780
USG-007355,CUST-0348,dashboard,24-Jun-2025,900,116,mobile,SES-186790
USG-005761,CUST-0175,sandbox,02-18-2025,668,81,web,SES-680691
USG-003681,CUST-0478,sso,"Aug 24, 2024",7140,26,desktop,SES-644701
USG-001671,CUST-0454,team_management,11-20-2024,650,180,API,SES-327756
USG-008776,CUST-0088,custom_reports,2024/12/02,3044,119,Web,SES-439795
USG-006765,CUST-0102,custom_reports,07/08/2025 00:00,6730,137,api,SES-646218
USG-003205,CUST-0258,sandbox,12/05/2024,6223,134,api,SES-722112
USG-009483,CUST-0176,bulk_export,2025/05/21,4891,37,mobile,SES-319128
USG-001519,CUST-0019,dashboard,14/03/2024,3828,41,Web,SES-280655
USG-008539,CUST-0424,webhooks,2024-02-12T00:00:00,6469,149,api,SES-296308
USG-004965,CUST-0319,team_management,08-04-2025,6989,75,,SES-637462
USG-003703,CUST-0421,sandbox,09/16/2025 00:00,6185,38,web,SES-590132
USG-002377,CUST-0152,custom_reports,27-Dec-2025,3466,127,MOBILE,SES-445842
USG-005512,CUST-0108,bulk_export,13/02/2024,2753,17,desktop,SES-138618
USG-003559,CUST-0234,audit_log,"Nov 06, 2024",3288,88,,SES-129777
USG-006404,CUST-0245,sso,2024-02-05,150,58,MOBILE,SES-272446
USG-008458,CUST-0186,white_label,2024-07-09,5463,31,MOBILE,SES-760250
USG-009365,CUST-0276,data_pipeline,2024/07/11,2511,180,web,SES-194097
USG-005063,CUST-0118,white_label,02/04/2025 00:00,3611,75,mobile,SES-473916
USG-008468,CUST-0496,data_pipeline,2024/07/24,3234,122,mobile,SES-906405
USG-009295,CUST-0275,data_pipeline,2025-01-26T00:00:00,3633,67,web,SES-657295
USG-000658,CUST-0128,dashboard,26-Apr-2024,1906,11,web,SES-553169
USG-003764,CUST-0379,automations,2025-12-02,7015,119,MOBILE,SES-951761
USG-003924,CUST-0188,white_label,"Jan 10, 2024",5615,191,api,SES-941727
USG-005934,CUST-0075,dashboard,2024-02-01T00:00:00,4066,96,api,SES-585017
USG-000288,CUST-0493,data_pipeline,"Aug 30, 2024",5833,187,mobile,SES-146539
USG-004044,CUST-0042,sandbox,10-23-2025,1281,14,web,SES-335209
USG-004644,CUST-0232,analytics,09-27-2024,80,21,,SES-798618
USG-006595,CUST-0271,sso,05-Apr-2024,3338,105,,SES-577434
USG-004664,CUST-0113,integrations,2025/07/10,77,129,api,SES-995981
USG-006096,CUST-0462,api_access,06/16/2024 00:00,2898,75,API,SES-624663
USG-003091,CUST-0092,automations,16/05/2024,5541,80,,SES-793809
USG-005064,CUST-0327,webhooks,2025-03-03T00:00:00,6557,149,API,SES-261323
USG-001217,CUST-0168,custom_reports,"Aug 11, 2025",4077,92,mobile,SES-987873
USG-005492,CUST-0114,white_label,2025/03/18,272,163,desktop,SES-864225
USG-005406,CUST-0248,sandbox,02/12/2024 00:00,5288,183,Desktop,SES-899384
USG-005625,CUST-0082,custom_reports,09/08/2024 00:00,4175,140,desktop,SES-908653
USG-007648,CUST-0334,dashboard,08/04/2025,4306,187,,SES-773241
USG-005456,CUST-0473,integrations,01-19-2025,5248,88,MOBILE,SES-977742
USG-000319,CUST-0267,bulk_export,19-Jul-2025,0,83,api,SES-567348
USG-002368,,sso,"Jan 10, 2025",4963,139,api,SES-601435
USG-003323,CUST-0476,api_access,2024/12/29,828,119,mobile,SES-984244
USG-000027,CUST-0111,data_pipeline,05-19-2025,4769,178,desktop,SES-875987
USG-006523,CUST-0489,webhooks,2024-11-29,5663,107,Desktop,SES-833616
USG-007306,CUST-0345,analytics,18/06/2024,5213,89,API,SES-663386
USG-003429,CUST-0343,automations,11/16/2025 00:00,4303,80,desktop,SES-855941
USG-002421,CUST-0332,webhooks,2024-11-28T00:00:00,2299,19,Web,SES-231096
USG-001627,CUST-0424,webhooks,03-02-2024,6046,36,API,SES-330097
USG-005336,CUST-0342,advanced_search,10-Apr-2024,4717,187,web,SES-520975
USG-004781,CUST-0290,dashboard,2024/10/01,1799,78,desktop,SES-380491
USG-009968,CUST-0057,sandbox,10/26/2024 00:00,1674,70,Desktop,SES-540185
USG-000462,CUST-0238,automations,03/05/2024 00:00,3705,133,Web,SES-253963
USG-007254,,bulk_export,22/10/2024,3488,5,desktop,SES-114158
USG-007071,CUST-0413,data_pipeline,"Jul 07, 2025",-60,61,desktop,SES-395422
USG-008479,CUST-0086,dashboard,2024/04/30,1307,58,MOBILE,SES-594167
USG-003595,CUST-0272,dashboard,2025/10/24,598,1,web,SES-244427
USG-004542,CUST-0289,analytics,2025-02-07T00:00:00,998,69,API,SES-699924
USG-005948,CUST-0230,webhooks,26-Jan-2025,6783,133,MOBILE,SES-598818
USG-005509,CUST-0085,audit_log,08/23/2024 00:00,1829,21,mobile,SES-713061
USG-005015,CUST-0055,webhooks,2025-06-13,4836,181,Web,SES-571127
USG-007751,CUST-0461,integrations,2024-10-14T00:00:00,2133,107,web,SES-303694
USG-000528,CUST-0258,webhooks,05-02-2024,2747,56,API,SES-685040
USG-007450,CUST-0329,dashboard,2024-05-16T00:00:00,2166,94,API,SES-555045
USG-004964,CUST-0145,automations,2024-03-24,3699,195,web,SES-781408
USG-005209,CUST-0139,data_pipeline,2024-02-13,2325,126,Desktop,SES-134990
USG-005585,CUST-0081,analytics,29-Mar-2024,6557,128,mobile,SES-682204
USG-003157,CUST-0497,advanced_search,05-Oct-2025,4890,18,,SES-929235
USG-009507,CUST-0132,integrations,01/16/2024 00:00,5284,117,Web,SES-355394
USG-003410,CUST-0068,webhooks,"Sep 12, 2025",1526,70,api,SES-307702
USG-000939,CUST-0435,data_pipeline,26/09/2025,2359,100,Desktop,SES-366965
USG-004522,CUST-0399,sso,"Jan 29, 2024",1254,96,api,SES-523613
USG-009031,CUST-0430,alerts,12/09/2025,4036,122,MOBILE,SES-764932
USG-002026,CUST-0354,alerts,2024-08-22T00:00:00,2224,177,API,SES-134889
USG-000040,CUST-0196,analytics,"May 25, 2024",2326,20,web,SES-405406
USG-002549,CUST-0135,automations,2024-03-22,6802,109,Web,SES-230579
USG-001823,CUST-0344,sso,"Jan 01, 2024",17,94,,SES-133627
USG-004209,CUST-0199,api_access,2024-09-16T00:00:00,2988,17,web,SES-106183
USG-007839,CUST-0370,audit_log,2024-03-04,1129,74,,SES-250297
USG-004567,CUST-0155,sandbox,04-06-2025,5284,122,,SES-114699
USG-002705,CUST-0378,data_pipeline,04-24-2025,3822,78,Web,SES-705909
USG-006703,CUST-0103,automations,04/20/2024 00:00,4532,155,API,SES-992029
USG-006012,CUST-0061,integrations,07/29/2025 00:00,-120,95,MOBILE,SES-125137
USG-009743,CUST-0043,alerts,"May 17, 2024",514,165,Desktop,SES-708508
USG-008052,CUST-0120,custom_reports,2025-01-24T00:00:00,773,124,Web,SES-154840
USG-001688,CUST-0120,white_label,22/03/2025,4117,13,mobile,SES-873230
USG-001224,CUST-0476,integrations,2024/10/04,6768,9,API,SES-507050
USG-007127,CUST-0081,team_management,29/12/2024,6644,137,Desktop,SES-271460
USG-000254,CUST-0146,audit_log,2024/01/01,2460,97,API,SES-114221
USG-002284,CUST-0215,alerts,2024/10/28,2684,14,MOBILE,SES-352441
USG-008603,CUST-0315,data_pipeline,02-Sep-2024,2817,180,Desktop,SES-330670
USG-003509,CUST-0376,custom_reports,01-Nov-2025,3779,120,API,SES-934117
USG-006554,CUST-0123,bulk_export,10/03/2024,4866,64,Web,SES-624304
USG-001596,CUST-0301,bulk_export,15/12/2025,6929,155,Desktop,SES-503783
USG-008238,CUST-0330,white_label,02/10/2025 00:00,1544,200,desktop,SES-615081
USG-005523,CUST-0319,audit_log,2025-08-20,2777,37,Desktop,SES-246269
USG-006573,CUST-0045,api_access,2025-05-22T00:00:00,4067,1,API,SES-578093
USG-004966,CUST-0059,alerts,05-13-2024,6496,70,desktop,SES-778824
USG-006960,CUST-0099,sandbox,2024/04/30,2262,23,api,SES-199820
USG-003426,CUST-0181,alerts,10-10-2025,5217,40,web,SES-459766
USG-009555,CUST-0109,data_pipeline,13-May-2024,4286,198,mobile,SES-826536
USG-003529,CUST-0034,alerts,04-04-2024,4104,118,,SES-393947
USG-001474,CUST-0281,analytics,2025-02-25T00:00:00,6839,129,mobile,SES-398285
USG-008815,CUST-0359,bulk_export,2024-12-29,5216,178,mobile,SES-693417
USG-003456,CUST-0123,bulk_export,29-Sep-2025,3180,56,desktop,SES-104461
USG-009201,CUST-0275,bulk_export,05/28/2024 00:00,5422,146,Web,SES-988069
USG-000978,CUST-0451,webhooks,02/01/2024,2534,70,Desktop,SES-322648
USG-008084,CUST-0494,advanced_search,2025/10/19,1634,8,desktop,SES-738492
USG-009541,CUST-0269,team_management,15-Oct-2024,642,91,MOBILE,SES-711189
USG-004792,CUST-0314,api_access,10-Apr-2025,5472,169,Web,SES-277557
USG-009675,CUST-0013,automations,2025/04/20,6177,183,Web,SES-433612
USG-002899,CUST-0288,alerts,09-01-2024,2118,46,,SES-774884
USG-004433,CUST-0381,dashbaord,"Apr 27, 2024",1168,164,Desktop,SES-265362
USG-007695,CUST-0157,alerts,2025/12/24,6430,40,desktop,SES-404898
USG-000334,CUST-0251,team_management,2024/06/28,1962,138,desktop,SES-409639
USG-006320,CUST-0423,api_access,"Sep 02, 2024",4681,72,mobile,SES-984907
USG-008846,CUST-0497,data_pipeline,"Mar 28, 2025",3155,120,API,SES-135510
USG-007729,,advanced_search,2025/09/21,6606,170,desktop,SES-813816
USG-008185,CUST-0410,analytics,27/11/2025,6283,163,API,SES-732079
USG-003712,CUST-0173,dashboard,"Jun 29, 2025",564,153,,SES-545643
USG-008471,CUST-0291,webhooks,18-Jul-2024,79,64,web,SES-523403
USG-002311,CUST-0148,analytics,26/07/2025,822,191,Desktop,SES-822323
USG-009014,CUST-0224,api_access,2025/01/01,1178,15,API,SES-422271
USG-006045,CUST-0058,custom_reports,04/19/2025 00:00,2893,15,Web,SES-361672
USG-003162,CUST-0288,api_access,"Mar 26, 2024",6724,62,MOBILE,SES-667745
USG-007077,CUST-0081,white_label,"Jul 29, 2024",306,132,MOBILE,SES-139761
USG-008457,CUST-0341,automations,10-30-2024,6668,7,api,SES-651525
USG-001192,CUST-0188,data_pipeline,04/30/2025 00:00,574,120,Web,SES-812273
USG-000458,CUST-0481,analytics,25-Sep-2025,6581,102,API,SES-384359
