invoice_id,customer_id,subscription_id,issue_date,due_date,subtotal,tax,total,paid_amount,payment_status,paid_date,payment_method,currency
INV-02866,CUST-0216,SUB-09359,24/06/2025,07/24/2025 00:00,EUR 74.70,EUR 0.00,EUR 74.70,EUR 36.06,partial,2025-08-06,PAYPAL,AED
INV-02419,CUST-0493,SUB-00480,24-Nov-2024,"Dec 24, 2024",$401.61,$20.08,$421.69,$421.69,paid,07-Feb-2025,bank_transfer,USD
INV-02750,CUST-0083,SUB-00490,02/22/2025 00:00,24-Mar-2025,$257.99,$25.80,$283.79,,Overdue,null,PAYPAL,USD
INV-02830,CUST-0155,SUB-00125,04/28/2025 00:00,12/06/2025,AED 36.56,AED 0.00,AED 36.56,AED 36.56,paid,"Jul 02, 2025",Credit Card,GBP
INV-00130,CUST-0102,SUB-00243,2024/06/27,2024-07-27,$410.68,$73.92,$484.60,$484.60,paid,2024-09-10,paypal,AED
INV-02402,CUST-0334,SUB-00699,2023-06-18,18/07/2023,AED 142.58,AED 14.26,AED 156.84,AED 156.84,paid,2023-08-17,,AED
INV-01378,CUST-0113,SUB-00503,14-Jun-2023,"Jul 14, 2023",$1146.31,$206.34,$1352.65,$1352.65,paid,03-Aug-2023,credit_card,USD
INV-00680,CUST-0002,SUB-00248,2023/08/19,2023-09-18T00:00:00,$555.84,$55.58,$611.42,$530.55,partial,"Sep 19, 2023",credit_card,AED
INV-01432,CUST-0384,SUB-00051,04/05/2024 00:00,2024-05-05T00:00:00,$984.30,$177.17,$1161.47,$1161.47,paid,04/06/2024,,GBP
INV-02471,CUST-0200,SUB-00558,2024/04/15,2024-06-14,$719.33,$35.97,$755.30,$755.30,paid,2024-06-24T00:00:00,paypal,USD
INV-00581,CUST-0060,SUB-00276,04/04/2024,05-04-2024,$ 1145.10,$ 57.25,$ 1202.35,$ 1202.35,paid,05-14-2024,wire,USD
INV-01463,CUST-0412,SUB-00331,2025-01-24T00:00:00,2025-02-23,$554.11,$0.00,$554.11,$554.11,paid,21/02/2025,credit_card,USD
INV-02728,CUST-0100,SUB-00235,"Apr 28, 2025",28-May-2025,USD 426.06,USD 85.21,USD 511.27,USD 511.27,paid,06/17/2025 00:00,Credit Card,USD
INV-01517,CUST-0264,SUB-00520,2024/10/05,20/10/2024,$97.86,$4.89,$102.75,$102.75,paid,10/25/2024 00:00,,AED
INV-00968,CUST-0330,SUB-00233,2024-03-18,17/04/2024,993.99,0.00,993.99,993.99,paid,07-16-2024,bank_transfer,USD
INV-00082,CUST-0402,SUB-09100,2024-11-25,2024-12-10,EUR 684.35,EUR 34.22,EUR 718.57,EUR 718.57,paid,2024-12-15,paypal,AED
INV-01748,CUST-0183,SUB-00376,2025/01/29,28/02/2025,$887.17,$115.33,$1002.50,$1002.50,paid,03-Mar-2025,credit_card,EUR
INV-00004,CUST-0345,SUB-00089,2023/07/03,2023-08-02T00:00:00,AED 740.29,AED 133.25,AED 873.54,AED 873.54,paid,31/10/2023,,USD
INV-00712,CUST-0357,SUB-00029,09-Feb-2023,2023/04/10,$131.91,$23.74,$155.65,$155.65,paid,25/04/2023,wire,USD
INV-02210,CUST-0317,SUB-00635,2022-10-16T00:00:00,2022/11/15,$521.56,$41.72,$563.28,$563.28,paid,2022-11-13,wire,GBP
INV-01505,CUST-0483,SUB-09310,10-09-2025,2025/12/08,$786.71,$78.67,$865.38,$865.38,paid,22-Jan-2026,paypal,USD
INV-01449,CUST-0340,SUB-00710,2023/08/15,2023/10/14,USD 1136.01,USD 164.49,USD 1340.49,USD 1340.49,paid,2023-10-24T00:00:00,credit_card,AED
INV-01989,CUST-0357,SUB-00088,2023/10/27,"Nov 26, 2023",$ 323.35,$ 0.00,$ 323.35,$ 323.35,paid,12/16/2023 00:00,wire,USD
INV-02968,CUST-0315,SUB-09369,03/20/2025 00:00,2025-04-19,$964.23,$125.35,$1089.58,$1089.58,paid,06/18/2025 00:00,Credit Card,USD
INV-02250,CUST-0299,SUB-00418,11-21-2025,2026/01/20,$338.86,$60.99,$399.85,$294.62,partial,"Feb 09, 2026",PAYPAL,AED
INV-02317,CUST-0163,SUB-00675,20/01/2023,2023-03-06,622.22,0.00,622.22,622.22,paid,2023-03-21T00:00:00,paypal,USD
INV-02337,CUST-0368,SUB-00093,15-Oct-2022,29/11/2022,EUR 444.08,EUR 44.41,EUR 488.49,EUR 488.49,paid,2022-12-09,Credit Card,AED
INV-00901,CUST-0357,SUB-00614,2024-02-26T00:00:00,2024-04-26T00:00:00,$1165.20,$58.26,$1223.46,$1223.46,paid,2024-04-24T00:00:00,bank_transfer,GBP
INV-00835,CUST-0166,SUB-00763,2024/10/01,31/10/2024,AED 240.92,AED 43.37,AED 284.29,AED 284.29,paid,2024/11/05,credit_card,USD
INV-00823,CUST-0419,SUB-00052,2024-06-02,"Jul 02, 2024",$453.91,$0.00,$453.91,$453.91,paid,2024/07/01,PAYPAL,EUR
INV-00613,CUST-0021,SUB-00458,07/04/2024 00:00,03/08/2024,AED 866.97,AED 69.36,AED 936.33,AED 936.33,paid,"Nov 01, 2024",,GBP
INV-00022,CUST-0114,SUB-00728,2024-09-09T00:00:00,24/09/2024,$190.05,$9.47,$209.06,$209.06,paid,"Sep 29, 2024",credit_card,USD
INV-01782,CUST-0062,SUB-00381,2025-05-04T00:00:00,"Jun 03, 2025",EUR 692.94,EUR 0.00,EUR 692.94,EUR 692.94,paid,13/06/2025,Credit Card,USD
INV-00442,CUST-0178,SUB-00120,2024-01-18T00:00:00,2024-03-18T00:00:00,$328.69,$65.74,$394.43,$394.43,paid,2024-05-02,bank_transfer,EUR
INV-02351,CUST-0109,SUB-00240,13-May-2024,06-12-2024,AED 617.24,AED 49.38,AED 666.62,AED 666.62,paid,2024/09/10,paypal,USD
INV-00365,CUST-0309,SUB-00725,19/01/2023,02-18-2023,$478.71,$0.00,$478.71,$478.71,paid,02-21-2023,,EUR
INV-02762,CUST-0453,SUB-00610,05/03/2023 00:00,"Jun 02, 2023",$ 286.23,$ 0.00,$ 286.23,$ 286.23,paid,01-Aug-2023,credit_card,USD
INV-02118,CUST-0025,SUB-00067,28/03/2023,05/12/2023 00:00,426.04,21.30,447.34,,Overdue,N/A,paypal,EUR
INV-02455,CUST-0215,SUB-00306,2023-07-08,2023-09-06T00:00:00,$ 1189.29,$ 59.46,$ 1248.75,$ 1248.75,paid,09-16-2023,PAYPAL,USD
INV-02377,CUST-0252,SUB-00077,"Jul 04, 2025",08-18-2025,$176.28,$14.10,$190.38,$110.42,partial,2025/09/12,credit_card,GBP
INV-00601,CUST-0440,SUB-00473,04-25-2025,06-09-2025,$91.41,$9.14,$100.55,$100.55,paid,29/06/2025,bank_transfer,AED
INV-01986,CUST-0397,SUB-09288,2024-08-31T00:00:00,2024-09-30,AED 293.08,AED 0.00,AED 293.08,AED 293.08,paid,28-Sep-2024,,USD
INV-00186,CUST-0205,SUB-00695,"Feb 26, 2023",13-Mar-2023,$143.04,$18.60,$161.64,$161.64,paid,"May 12, 2023",paypal,USD
INV-00478,CUST-0369,SUB-00412,24-Jun-2022,09-Jul-2022,USD 755.92,USD 136.07,USD 891.99,USD 891.99,paid,"Jul 29, 2022",paypal,USD
INV-02145,CUST-0261,SUB-00406,14-Aug-2024,10/13/2024 00:00,$826.41,$82.64,$909.05,$909.05,paid,16/10/2024,PAYPAL,USD
INV-02918,CUST-0055,SUB-00455,03/05/2023,02-Jun-2023,AED 719.32,AED 71.93,AED 791.25,AED 791.25,paid,2023-06-01T00:00:00,Credit Card,GBP
INV-02404,CUST-0355,SUB-00481,2024/02/18,2024/04/03,AED 652.03,AED 130.41,AED 782.44,AED 782.44,paid,2024/04/03,wire,AED
INV-02634,CUST-0454,SUB-00376,11-30-2022,15/12/2022,USD 550.68,USD 0.00,USD 550.68,USD 550.68,paid,12/30/2022 00:00,PAYPAL,EUR
INV-02996,CUST-0117,SUB-00429,11/08/2024 00:00,23-Nov-2024,$692.88,$90.07,$782.95,$782.95,paid,2024-11-24,PAYPAL,GBP
INV-00961,CUST-0067,SUB-00361,06-06-2023,08-05-2023,$673.39,$87.54,$760.93,$760.93,paid,2023-09-19T00:00:00,PAYPAL,EUR
INV-00399,CUST-0280,SUB-00500,24/03/2024,04/23/2024 00:00,$242.77,$65.83,$274.33,$274.33,paid,04-22-2024,credit_card,GBP
INV-02851,CUST-0441,SUB-00412,"Oct 29, 2025",2025/12/28,$948.30,$94.83,$1043.13,$1043.13,paid,28-Dec-2025,paypal,AED
INV-00920,CUST-0316,SUB-00150,2023-02-19,2023-03-21,939.90,0.00,939.90,939.90,paid,26/03/2023,credit_card,GBP
INV-02081,CUST-0450,SUB-00320,"Nov 16, 2022","Jan 15, 2023",1121.44,224.29,1345.73,1345.73,paid,2023/01/30,wire,USD
INV-01325,CUST-0228,SUB-00472,07-May-2023,2023/06/21,$874.33,$87.43,$961.76,$759.65,partial,2023-06-25T00:00:00,Credit Card,GBP
INV-00297,CUST-0477,SUB-00372,21-Apr-2023,2023-06-20T00:00:00,$745.49,$0.00,$745.49,$745.49,paid,"Jun 30, 2023",PAYPAL,EUR
INV-00928,CUST-0259,SUB-00717,01/29/2024 00:00,03/14/2024 00:00,USD 736.12,USD 220.70,USD 831.82,USD 831.82,paid,05-13-2024,paypal,GBP
INV-00586,CUST-0351,SUB-00523,02-20-2023,06/04/2023,242.07,19.37,261.44,261.44,paid,"Apr 04, 2023",wire,AED
INV-00589,CUST-0344,SUB-09375,31/01/2024,"Mar 01, 2024",$ 459.53,$ 59.74,$ 519.27,0.00,overdue,,PAYPAL,USD
INV-01389,CUST-0459,SUB-00479,"Aug 02, 2025",16-Sep-2025,$1091.74,$87.34,$1179.08,$1179.08,paid,"Sep 15, 2025",,USD
INV-01612,CUST-0088,SUB-00238,06/11/2022,12-21-2022,$545.19,$54.52,$599.71,$599.71,paid,20/12/2022,Credit Card,USD
INV-01543,CUST-0248,SUB-00390,2023-10-17T00:00:00,"Nov 01, 2023",$875.48,$43.77,$919.25,$919.25,paid,11/16/2023 00:00,paypal,GBP
INV-02176,CUST-0100,SUB-00572,2023/09/28,2023/11/27,EUR 96.45,EUR 12.54,EUR 108.99,EUR 108.99,paid,"Feb 25, 2024",credit_card,GBP
INV-02905,CUST-0115,SUB-00083,2024/12/08,23-Dec-2024,$664.62,$53.17,$717.79,$717.79,paid,07/01/2025,paypal,EUR
INV-00450,CUST-0110,SUB-00410,09-19-2022,2022-10-19T00:00:00,$ 65.29,$ 6.53,$ 71.82,$ 71.82,paid,2022/10/19,Credit Card,EUR
INV-01260,CUST-0020,SUB-00682,"Sep 15, 2022",2022-10-30,$223.44,$40.22,$263.66,$263.66,paid,10-29-2022,PAYPAL,GBP
INV-02295,CUST-0377,SUB-00591,03-Jul-2024,2024/08/02,458.35,45.84,504.19,345.95,partial,08-28-2024,Credit Card,USD
INV-00205,CUST-0202,SUB-00069,09/20/2023 00:00,2023-10-20,$68.98,$0.00,$68.98,$68.98,paid,10/25/2023 00:00,,EUR
INV-01951,CUST-0317,SUB-09194,08-Aug-2024,2024-10-07T00:00:00,$ 743.98,$ 133.01,$ 840.70,$ 840.70,paid,2024-10-07T00:00:00,paypal,EUR
INV-02556,CUST-0236,SUB-00330,2022-06-10T00:00:00,08-09-2022,$732.19,$73.22,$805.41,$805.41,paid,08/10/2022,paypal,USD
INV-01561,CUST-0235,SUB-00157,2024-12-08T00:00:00,02-06-2025,AED 1144.28,AED 91.54,AED 1235.82,AED 1235.82,paid,"May 07, 2025",paypal,USD
INV-02209,CUST-0212,SUB-00022,17/12/2024,02-15-2025,$786.73,$62.94,$849.67,0,overdue,N/A,Credit Card,USD
INV-01705,CUST-0006,SUB-00197,02/09/2024 00:00,10-Mar-2024,$368.26,$47.87,$1172.08,$416.13,paid,"Mar 11, 2024",PAYPAL,AED
INV-00213,CUST-0259,SUB-00564,05-Jun-2023,05/07/2023,AED 718.40,AED 57.47,AED 775.87,AED 775.87,paid,"Aug 04, 2023",credit_card,USD
INV-01672,CUST-0307,SUB-00302,01-24-2025,"Feb 23, 2025",AED 366.38,AED 0.00,AED 366.38,AED 366.38,paid,28-Feb-2025,bank_transfer,EUR
INV-00966,CUST-0364,SUB-00615,2024-06-04T00:00:00,2024/08/03,$587.71,$47.02,$634.73,$634.73,paid,03/08/2024,Credit Card,GBP
INV-00137,CUST-0076,SUB-00629,2025-10-15T00:00:00,10-30-2025,AED 149.30,AED 0.00,AED 149.30,AED 149.30,paid,04-Nov-2025,paypal,USD
INV-00038,CUST-0407,SUB-00112,07-19-2023,18-Aug-2023,AED 945.13,AED 273.51,AED 1068.00,AED 1068.00,paid,2023-08-21T00:00:00,bank_transfer,GBP
INV-01637,CUST-0167,SUB-00018,2022/06/20,2022/07/20,$796.81,$143.43,$940.24,$940.24,paid,2022-07-19T00:00:00,,AED
INV-00983,CUST-0057,SUB-00198,2024-10-18T00:00:00,11/17/2024 00:00,$398.64,$0.00,$398.64,$398.64,paid,2024-12-02T00:00:00,credit_card,USD
INV-02622,CUST-0494,SUB-00780,02/08/2024,08/17/2024 00:00,$1139.44,$56.97,$1196.41,,unpaid,null,bank_transfer,AED
INV-01352,CUST-0455,SUB-00141,2025-01-25,03/11/2025 00:00,$57.87,$2.89,$60.76,$60.76,paid,2025/03/14,paypal,AED
INV-02006,CUST-0276,SUB-00680,12/11/2024 00:00,2025-01-10T00:00:00,$559.48,$27.97,$587.45,$0.00,UNPAID,N/A,PAYPAL,GBP
INV-01603,CUST-0236,SUB-00339,2022-08-02T00:00:00,01-Sep-2022,$313.60,$25.09,$338.69,$338.69,paid,"Oct 16, 2022",Credit Card,AED
INV-02300,CUST-0369,SUB-00638,06-Mar-2024,04-20-2024,AED 423.56,AED 84.71,AED 508.27,AED 508.27,paid,19-Apr-2024,PAYPAL,GBP
INV-02195,CUST-0322,SUB-00053,2024/12/13,02/11/2025 00:00,$365.25,$18.26,$383.51,$383.51,paid,"Feb 21, 2025",Credit Card,EUR
INV-00068,CUST-0027,SUB-00460,16/05/2024,31-May-2024,USD 1158.30,USD 115.83,USD 1274.13,USD 1274.13,paid,2024/06/10,Credit Card,USD
INV-01827,CUST-0309,SUB-00763,03-18-2023,"Apr 02, 2023",$581.96,$0.00,$581.96,$581.96,paid,2023-04-01T00:00:00,PAYPAL,AED
INV-02416,CUST-0067,SUB-00395,26/10/2022,"Dec 10, 2022",$208.31,$10.42,$218.73,$218.73,paid,12/10/2022 00:00,bank_transfer,USD
INV-01918,CUST-0472,SUB-00486,2024-08-25T00:00:00,09-24-2024,$509.74,$91.75,$601.49,$601.49,paid,10/09/2024 00:00,wire,GBP
INV-02410,CUST-0200,SUB-00544,08-05-2023,"Oct 04, 2023",AED 1015.66,AED 0.00,AED 1015.66,$0.00,UNPAID,,,AED
INV-02378,CUST-0124,SUB-00570,05/23/2025 00:00,"Jun 22, 2025",EUR 298.15,EUR 59.63,EUR 357.78,EUR 357.78,paid,2025-06-23,paypal,USD
INV-00715,CUST-0153,SUB-00600,2024-01-01,01-31-2024,$851.09,$0.00,$851.09,$851.09,paid,29-Jan-2024,wire,USD
INV-01047,CUST-0093,SUB-09564,2025-10-18,11-17-2025,427.69,21.38,449.07,449.07,paid,12/07/2025 00:00,Credit Card,USD
INV-01813,CUST-0224,SUB-00459,2022/07/09,08-Aug-2022,AED 826.49,AED 0.00,AED 826.49,AED 826.49,paid,2022/08/11,bank_transfer,USD
INV-01153,CUST-0331,SUB-00354,"Sep 17, 2023",17-Oct-2023,AED 359.34,AED 0.00,AED 359.34,AED 359.34,paid,2023/11/16,bank_transfer,USD
INV-00099,CUST-0140,SUB-09049,08/21/2024 00:00,20/09/2024,EUR 52.48,EUR 5.25,EUR 57.73,EUR 57.73,paid,09/21/2024 00:00,paypal,USD
INV-02281,CUST-0008,SUB-09377,27/01/2023,03-13-2023,$461.75,$46.18,$507.93,$507.93,paid,03-16-2023,PAYPAL,GBP
INV-01531,CUST-0451,SUB-09578,16/01/2025,2025-02-15,$54.57,$9.82,$64.39,$64.39,paid,02-16-2025,bank_transfer,USD
INV-02570,CUST-0257,SUB-00577,2025/01/03,"Feb 02, 2025",$194.64,$19.46,$214.10,$214.10,paid,12/02/2025,credit_card,USD
INV-00528,CUST-0407,SUB-00449,10-22-2023,11/21/2023 00:00,$43.14,$7.77,$50.91,$50.91,paid,19/11/2023,bank_transfer,EUR
INV-01532,CUST-0115,SUB-00418,09/02/2024 00:00,2024-10-02,USD 233.87,USD 46.77,USD 280.64,,UNPAID,null,PAYPAL,USD
INV-02182,CUST-0410,SUB-00616,14/07/2024,13/08/2024,AED 136.96,AED 6.85,AED 143.81,0,UNPAID,,,EUR
INV-02611,CUST-0341,SUB-00762,11-02-2023,"Dec 02, 2023",1089.20,0.00,1089.20,$0.00,UNPAID,,credit_card,USD
INV-00918,CUST-0150,SUB-00385,05/16/2024 00:00,"Jun 15, 2024",EUR 468.06,EUR 84.25,EUR 552.31,EUR 552.31,paid,2024-06-14T00:00:00,wire,GBP
INV-02330,CUST-0230,SUB-00167,2024/03/05,20-Mar-2024,928.69,0.00,928.69,0.00,Overdue,,PAYPAL,USD
INV-01037,CUST-0190,SUB-00199,2024-04-04T00:00:00,2024/05/19,AED 677.52,AED 121.95,AED 799.47,AED 799.47,paid,2024-06-18,PAYPAL,AED
INV-00525,CUST-0412,SUB-00411,05-19-2024,2024/06/18,$351.62,$28.13,$379.75,$265.27,partial,07-07-2024,bank_transfer,USD
INV-02982,CUST-0251,SUB-00703,2025-12-11,12-26-2025,$336.05,$33.61,$369.66,$369.66,paid,09/02/2026,,USD
INV-00691,CUST-0338,SUB-00346,10/04/2023,2023-05-10T00:00:00,$367.60,$18.38,$385.98,$385.98,paid,2023/05/13,Credit Card,USD
INV-02279,CUST-0243,SUB-00040,2023-10-20T00:00:00,19-Dec-2023,$ 394.77,$ 0.00,$ 394.77,$ 346.87,partial,2024-01-09T00:00:00,Credit Card,USD
INV-02643,CUST-0270,SUB-00265,2025-02-27,04-13-2025,$1173.50,$234.70,$1408.20,$1408.20,paid,2025-04-14T00:00:00,wire,USD
INV-01272,CUST-0179,SUB-00516,19-Jun-2022,2022-08-18,$1042.26,$0.00,$1042.26,$1042.26,paid,2022-08-28,paypal,AED
INV-00840,CUST-0266,SUB-00293,20-Nov-2022,12-05-2022,EUR 251.76,EUR 12.59,EUR 264.35,EUR 264.35,paid,12/15/2022 00:00,Credit Card,EUR
INV-00344,CUST-0066,SUB-00616,"Aug 28, 2022",12/10/2022,USD 117.19,USD 21.09,USD 138.28,USD 76.97,partial,2022-10-14,credit_card,USD
INV-01424,CUST-0219,SUB-00760,2025-07-22,08/21/2025 00:00,USD 446.02,USD 22.30,USD 468.32,USD 468.32,paid,09/20/2025 00:00,Credit Card,AED
INV-00295,CUST-0394,SUB-00284,2022-08-29T00:00:00,28/09/2022,$ 659.67,$ 118.74,$ 778.41,$ 778.41,paid,"Oct 18, 2022",PAYPAL,AED
INV-01533,CUST-0352,SUB-00236,07-04-2023,02/09/2023,$999.64,$199.93,$1199.57,$1199.57,paid,09/07/2023 00:00,wire,AED
INV-00669,CUST-0163,SUB-00368,12/07/2023 00:00,2024/01/06,USD 798.69,USD 143.76,USD 942.45,USD 942.45,paid,01-05-2024,PAYPAL,USD
INV-02631,CUST-0086,SUB-00089,2025/05/30,07/29/2025 00:00,$75.67,$9.84,$85.51,,Overdue,,bank_transfer,USD
INV-01988,CUST-0421,SUB-00245,2025/09/02,02/10/2025,EUR 1039.14,EUR 207.83,EUR 1246.97,EUR 1246.97,paid,22-Oct-2025,credit_card,EUR
INV-02198,CUST-0081,SUB-00731,"Jul 26, 2025",25-Aug-2025,$ 652.81,$ 65.28,$ 718.09,$ 718.09,paid,2025/10/09,Credit Card,USD
INV-00748,CUST-0139,SUB-09817,05-Feb-2025,07-Mar-2025,900.21,117.03,1017.24,1017.24,paid,2025-03-06T00:00:00,credit_card,GBP
INV-02482,CUST-0158,SUB-00333,08-17-2025,09-16-2025,$911.31,$0.00,$911.31,$911.31,paid,10-16-2025,,GBP
INV-00386,CUST-0223,SUB-00208,03/31/2025 00:00,2025/04/30,USD 225.04,USD 45.01,USD 270.05,USD 270.05,paid,2025-05-03,Credit Card,USD
INV-01475,CUST-0332,SUB-00700,16/11/2023,2023-12-31,EUR 667.55,EUR 0.00,EUR 667.55,EUR 667.55,paid,01-05-2024,bank_transfer,AED
INV-01184,CUST-0169,SUB-00574,09-02-2024,09/17/2024 00:00,AED 153.32,AED 7.67,AED 160.99,AED 160.99,paid,"Sep 22, 2024",credit_card,USD
INV-01916,CUST-0042,SUB-00127,12-Dec-2022,2023/01/26,$414.88,$62.90,$448.07,$340.59,partial,02/15/2023 00:00,,GBP
INV-01059,CUST-0337,SUB-00357,10-25-2025,11/09/2025 00:00,USD 70.27,USD 12.65,USD 82.92,USD 82.92,paid,11/12/2025 00:00,credit_card,USD
INV-01784,CUST-0454,SUB-00744,"Sep 20, 2023",11/04/2023 00:00,$ 52.77,$ 0.00,$ 52.77,$ 52.77,paid,04/11/2023,bank_transfer,EUR
INV-00912,CUST-0123,SUB-00643,2023-09-28,2023-10-28T00:00:00,AED 838.50,AED 117.40,AED 838.50,AED 838.50,paid,11/17/2023 00:00,Credit Card,USD
INV-02988,CUST-0300,SUB-00503,2022-08-16,2022-09-15T00:00:00,$116.37,$0.00,$116.37,$116.37,paid,2022/09/15,PAYPAL,AED
INV-01711,CUST-0300,SUB-00084,18/01/2024,02-17-2024,939.09,122.08,1061.17,1061.17,paid,2024/03/03,wire,USD
INV-01887,CUST-0299,SUB-00328,08-15-2023,09/29/2023 00:00,$151.25,$0.00,$151.25,,UNPAID,,paypal,USD
INV-01117,CUST-0181,SUB-00674,2022-07-11T00:00:00,08/10/2022 00:00,EUR 894.43,EUR 0.00,EUR 894.43,EUR 639.25,partial,25/08/2022,,GBP
INV-01876,CUST-0115,SUB-00083,08/30/2023 00:00,2023-09-29T00:00:00,USD 282.46,USD 56.49,USD 338.95,USD 338.95,paid,"Sep 28, 2023",PAYPAL,USD
INV-01912,CUST-0483,SUB-09235,07/01/2025,2025/03/08,AED 170.80,AED 22.20,AED 193.00,,UNPAID,N/A,,USD
INV-02835,CUST-0297,SUB-00460,30/10/2023,11/29/2023 00:00,502.99,90.54,593.53,593.53,paid,28-Nov-2023,credit_card,EUR
INV-02015,CUST-0155,SUB-00596,18/10/2023,12-17-2023,$ 358.38,$ 17.92,$ 376.30,$ 376.30,paid,2023/12/16,Credit Card,AED
INV-02977,CUST-0223,SUB-00316,2023-01-10,"Feb 09, 2023",$709.89,$92.29,$802.18,$802.18,paid,2023/02/08,paypal,AED
INV-01984,CUST-0232,SUB-00293,13-Apr-2023,2023-05-13T00:00:00,172.68,17.27,189.95,123.25,partial,"Jun 05, 2023",wire,AED
INV-00052,CUST-0060,SUB-00230,2024-10-27,11/12/2024,EUR 495.13,EUR 24.76,EUR 519.89,EUR 519.89,paid,"Jan 25, 2025",,AED
INV-00925,CUST-0416,SUB-00551,28-Oct-2023,2023-11-27T00:00:00,$664.04,$0.00,$664.04,$664.04,paid,2023-11-25T00:00:00,PAYPAL,GBP
INV-00552,CUST-0432,SUB-00557,2025-02-23,2025/03/25,$1188.07,$0.00,$1188.07,$1188.07,paid,2025-03-28T00:00:00,credit_card,AED
INV-02072,CUST-0493,SUB-00359,"Dec 16, 2022","Jan 15, 2023",AED 1181.31,AED 236.26,AED 1417.57,AED 1417.57,paid,02-04-2023,paypal,AED
INV-00041,CUST-0042,SUB-00768,2023-04-19,"May 19, 2023",$ 1085.79,$ 238.70,$ 1302.95,$ 1302.95,paid,05-22-2023,PAYPAL,EUR
INV-02916,CUST-0189,SUB-00770,23-May-2023,22/06/2023,EUR 234.31,EUR 0.00,EUR 234.31,EUR 234.31,paid,22-Jun-2023,Credit Card,GBP
INV-00063,CUST-0473,SUB-09215,2023-06-11T00:00:00,07-26-2023,USD 865.30,USD 86.53,USD 951.83,USD 951.83,paid,2023-08-05T00:00:00,paypal,AED
INV-00566,CUST-0218,SUB-00655,2023-07-10,2023-08-09,$946.28,$47.31,$993.59,$993.59,paid,"Aug 08, 2023",paypal,USD
INV-00071,CUST-0230,SUB-00562,29/01/2024,03/14/2024 00:00,$362.22,$28.98,$391.20,$391.20,paid,2024-04-03T00:00:00,bank_transfer,USD
INV-00798,CUST-0183,SUB-00681,2025-04-30T00:00:00,2025-05-30T00:00:00,$798.79,$159.76,$958.55,$958.55,paid,"Aug 28, 2025",,USD
INV-00016,CUST-0076,SUB-00027,2022/12/28,"Feb 26, 2023",$1162.07,$0.00,$1162.07,$1162.07,paid,02-26-2023,paypal,USD
INV-00615,CUST-0370,SUB-00750,2025/08/10,25-Aug-2025,EUR 33.76,EUR 4.39,EUR 38.15,EUR 38.15,paid,09-09-2025,credit_card,USD
INV-01173,CUST-0393,SUB-00383,21-May-2023,20-Jun-2023,$85.33,$4.27,$89.60,$60.18,partial,06/26/2023 00:00,Credit Card,GBP
INV-01776,CUST-0037,SUB-00490,08/08/2022,2022/09/07,$616.30,$49.30,$665.60,$665.60,paid,22-Sep-2022,credit_card,AED
INV-00591,CUST-0252,SUB-00428,2024/07/09,09-07-2024,EUR 521.92,EUR 41.75,EUR 563.67,EUR 563.67,paid,22-Oct-2024,paypal,GBP
INV-01007,CUST-0154,SUB-00149,20-Sep-2025,2025-11-19,USD 326.79,USD 26.14,USD 352.93,USD 352.93,paid,19-Dec-2025,Credit Card,EUR
INV-01492,CUST-0493,SUB-00735,"Sep 21, 2025",21-Oct-2025,$649.91,$129.98,$779.89,$779.89,paid,2025-11-10T00:00:00,,USD
INV-01737,CUST-0219,SUB-00089,2024/03/29,2024-04-28T00:00:00,$ 796.60,$ 0.00,$ 796.60,$ 687.67,partial,10/05/2024,,EUR
INV-02589,CUST-0145,SUB-00618,2025-01-02,01-17-2025,$313.59,$31.36,$344.95,$344.95,paid,01-16-2025,,USD
INV-00181,CUST-0170,SUB-00793,07-03-2022,2022/08/02,$375.57,$75.11,$450.68,$450.68,paid,03/08/2022,PAYPAL,EUR
INV-00585,CUST-0496,SUB-00098,02-03-2025,04/04/2025 00:00,$643.25,$83.62,$726.87,$726.87,paid,04/03/2025 00:00,PAYPAL,EUR
INV-02864,CUST-0159,SUB-00331,10/17/2023 00:00,16/12/2023,$387.28,$0.00,$387.28,$387.28,paid,"Jan 30, 2024",Credit Card,USD
INV-00734,CUST-0413,SUB-00356,2024-03-28,2024/05/12,$426.89,$0.00,$426.89,$426.89,paid,06/26/2024 00:00,,AED
INV-01765,CUST-0219,SUB-00717,21-Oct-2024,11-20-2024,$1145.58,$148.93,$1294.51,$1294.51,paid,18/02/2025,wire,AED
INV-02885,CUST-0377,SUB-00403,2024-11-30,12-15-2024,AED 918.11,AED 183.62,AED 1101.73,AED 1101.73,paid,12/15/2024 00:00,credit_card,USD
INV-00867,CUST-0188,SUB-00031,07/16/2024 00:00,09/14/2024 00:00,$917.38,$73.39,$990.77,$990.77,paid,2024-09-17T00:00:00,,USD
INV-00419,CUST-0357,SUB-00240,07/19/2022 00:00,08-03-2022,$875.24,$70.02,$945.26,$945.26,paid,08-06-2022,wire,GBP
INV-00723,CUST-0244,SUB-00415,25/12/2022,01-24-2023,$786.06,$0.00,$786.06,$786.06,paid,"Feb 03, 2023",Credit Card,GBP
INV-01829,CUST-0082,SUB-00297,"Jun 17, 2023","Jul 02, 2023",USD 426.42,USD 42.64,USD 469.06,USD 469.06,paid,07-05-2023,wire,GBP
INV-00047,CUST-0177,SUB-00782,2023/07/22,2023/09/05,$613.29,$30.66,$643.95,$643.95,paid,05/10/2023,,AED
